part_name,category,part_number,manufacturer,description,price,quantity,min_stock,car_model,year,supplier,is_available
Brake Pads,Cooling,SP2411,Mercedes,High-quality Brake Pads suitable for Mercedes S-Class 2001.,204.98,1,2,S-Class,2001,Elite Car Parts,True
Starter Motor,Body,SP3637,BMW,High-quality Starter Motor suitable for BMW 3 Series 2018.,735.33,38,3,3 Series,2018,Precision Auto,True
Windshield Wiper Motor,Cooling,SP1524,Volkswagen,High-quality Windshield Wiper Motor suitable for Volkswagen Atlas 2015.,577.82,22,1,Atlas,2015,Elite Car Parts,True
AC Compressor,Exhaust,SP8805,Honda,High-quality AC Compressor suitable for Honda Civic 2017.,263.95,15,4,Civic,2017,FastTrack Motors,True
Fuel Injector,Transmission,SP2330,Mercedes,High-quality Fuel Injector suitable for Mercedes C-Class 2014.,734.93,93,5,C-Class,2014,Superior Parts Co.,True
EGR Valve,Brakes,SP6066,Kia,High-quality EGR Valve suitable for Kia Telluride 2005.,285.96,100,3,Telluride,2005,Superior Parts Co.,True
Air Filter,Body,SP9571,BMW,High-quality Air Filter suitable for BMW 7 Series 2007.,23.89,23,3,7 Series,2007,Elite Car Parts,True
Starter Motor,Exhaust,SP6607,Honda,High-quality Starter Motor suitable for Honda Accord 2015.,512.26,34,5,Accord,2015,Superior Parts Co.,True
Crankshaft Position Sensor,Suspension,SP7391,Toyota,High-quality Crankshaft Position Sensor suitable for Toyota Camry 2022.,217.16,95,2,Camry,2022,FastTrack Motors,True
Headlight Bulb,Suspension,SP1948,Mercedes,High-quality Headlight Bulb suitable for Mercedes GLC 2003.,794.51,19,4,GLC,2003,FastTrack Motors,True
Thermostat,Body,SP3119,Ford,High-quality Thermostat suitable for Ford Escape 2021.,919.5,35,2,Escape,2021,Superior Parts Co.,True
Water Pump,Suspension,SP1799,Chevrolet,High-quality Water Pump suitable for Chevrolet Malibu 2017.,268.03,57,4,Malibu,2017,FastTrack Motors,True
Headlight Bulb,Electrical,SP7441,Chevrolet,High-quality Headlight Bulb suitable for Chevrolet Silverado 2000.,426.34,81,4,Silverado,2000,FastTrack Motors,True
Fuel Injector,Transmission,SP5935,Honda,High-quality Fuel Injector suitable for Honda Pilot 2016.,359.64,34,2,Pilot,2016,Precision Auto,True
Headlight Bulb,Suspension,SP8397,Kia,High-quality Headlight Bulb suitable for Kia Sorento 2022.,671.36,19,3,Sorento,2022,FastTrack Motors,True
Brake Pads,Cooling,SP6712,Chevrolet,High-quality Brake Pads suitable for Chevrolet Malibu 2011.,146.29,5,3,Malibu,2011,Elite Car Parts,True
Spark Plug,Suspension,SP9999,Honda,High-quality Spark Plug suitable for Honda CR-V 2008.,696.83,56,2,CR-V,2008,Superior Parts Co.,True
Control Arm,Cooling,SP8041,Nissan,High-quality Control Arm suitable for Nissan Sentra 2008.,280.69,15,4,Sentra,2008,Elite Car Parts,True
Alternator,Brakes,SP8757,Toyota,High-quality Alternator suitable for Toyota Camry 2009.,221.52,24,1,Camry,2009,Superior Parts Co.,True
Headlight Bulb,Electrical,SP5565,Kia,High-quality Headlight Bulb suitable for Kia Sportage 2008.,503.5,55,2,Sportage,2008,Superior Parts Co.,True
Serpentine Belt,Transmission,SP4568,Mercedes,High-quality Serpentine Belt suitable for Mercedes GLC 2008.,864.1,19,5,GLC,2008,Superior Parts Co.,True
Strut Assembly,Exhaust,SP1676,Ford,High-quality Strut Assembly suitable for Ford Escape 2000.,33.6,36,2,Escape,2000,Elite Car Parts,True
Radiator,Electrical,SP9083,Chevrolet,High-quality Radiator suitable for Chevrolet Silverado 2021.,945.68,70,4,Silverado,2021,Elite Car Parts,True
Timing Belt,Body,SP3087,Nissan,High-quality Timing Belt suitable for Nissan Maxima 2017.,743.98,9,1,Maxima,2017,FastTrack Motors,True
AC Compressor,Exhaust,SP4367,Ford,High-quality AC Compressor suitable for Ford Escape 2022.,154.64,60,2,Escape,2022,FastTrack Motors,True
Brake Pads,Exhaust,SP7319,Honda,High-quality Brake Pads suitable for Honda Civic 2018.,717.01,9,4,Civic,2018,Superior Parts Co.,True
Shock Absorbers,Brakes,SP6865,Volkswagen,High-quality Shock Absorbers suitable for Volkswagen Jetta 2000.,478.35,8,5,Jetta,2000,FastTrack Motors,True
Serpentine Belt,Engine,SP6535,Volkswagen,High-quality Serpentine Belt suitable for Volkswagen Atlas 2014.,147.61,86,2,Atlas,2014,FastTrack Motors,True
Wheel Bearing,Brakes,SP3561,Volkswagen,High-quality Wheel Bearing suitable for Volkswagen Jetta 2006.,226.32,15,5,Jetta,2006,FastTrack Motors,True
Tie Rod End,Suspension,SP2983,Volkswagen,High-quality Tie Rod End suitable for Volkswagen Tiguan 2013.,527.07,46,4,Tiguan,2013,Elite Car Parts,True
Shock Absorbers,Exhaust,SP6775,Volkswagen,High-quality Shock Absorbers suitable for Volkswagen Passat 2014.,165.72,51,4,Passat,2014,Precision Auto,True
Ball Joint,Suspension,SP4831,Kia,High-quality Ball Joint suitable for Kia Forte 2017.,679.63,83,5,Forte,2017,Superior Parts Co.,True
Shock Absorbers,Suspension,SP7061,Kia,High-quality Shock Absorbers suitable for Kia Telluride 2005.,236.79,62,5,Telluride,2005,FastTrack Motors,True
Strut Assembly,Electrical,SP8756,Volkswagen,High-quality Strut Assembly suitable for Volkswagen Golf 2001.,889.12,77,5,Golf,2001,Superior Parts Co.,True
Brake Rotor,Electrical,SP7064,Honda,High-quality Brake Rotor suitable for Honda Accord 2005.,43.83,71,4,Accord,2005,Quality Auto,True
Catalytic Converter,Suspension,SP2740,Hyundai,High-quality Catalytic Converter suitable for Hyundai Elantra 2005.,232.28,57,5,Elantra,2005,Superior Parts Co.,True
Ball Joint,Suspension,SP7103,Toyota,High-quality Ball Joint suitable for Toyota RAV4 2023.,260.55,43,3,RAV4,2023,FastTrack Motors,True
Strut Assembly,Electrical,SP5836,BMW,High-quality Strut Assembly suitable for BMW 7 Series 2006.,970.01,43,5,7 Series,2006,FastTrack Motors,True
Throttle Body,Brakes,SP1123,Chevrolet,High-quality Throttle Body suitable for Chevrolet Equinox 2016.,437.24,24,4,Equinox,2016,Precision Auto,True
Oil Filter,Transmission,SP4707,Kia,High-quality Oil Filter suitable for Kia Sorento 2008.,674.44,62,5,Sorento,2008,Quality Auto,True
Tie Rod End,Electrical,SP5691,Chevrolet,High-quality Tie Rod End suitable for Chevrolet Silverado 2008.,932.59,55,2,Silverado,2008,Precision Auto,True
Control Arm,Transmission,SP3190,Mercedes,High-quality Control Arm suitable for Mercedes GLE 2016.,924.54,51,4,GLE,2016,Superior Parts Co.,True
Battery,Engine,SP6989,Ford,High-quality Battery suitable for Ford Explorer 2008.,580.78,73,3,Explorer,2008,Quality Auto,True
Fuel Pump,Engine,SP4430,Kia,High-quality Fuel Pump suitable for Kia Sorento 2020.,872.29,78,1,Sorento,2020,Precision Auto,True
Water Pump,Transmission,SP9584,Kia,High-quality Water Pump suitable for Kia Optima 2017.,270.75,45,4,Optima,2017,FastTrack Motors,True
Strut Assembly,Suspension,SP5967,Honda,High-quality Strut Assembly suitable for Honda Civic 2007.,536.55,55,5,Civic,2007,Superior Parts Co.,True
Fuel Pump,Transmission,SP7790,Hyundai,High-quality Fuel Pump suitable for Hyundai Santa Fe 2007.,964.71,8,3,Santa Fe,2007,FastTrack Motors,True
Ball Joint,Body,SP6854,Nissan,High-quality Ball Joint suitable for Nissan Sentra 2000.,310.59,91,3,Sentra,2000,FastTrack Motors,True
Ignition Coil,Suspension,SP5871,Toyota,High-quality Ignition Coil suitable for Toyota Camry 2008.,149.68,11,3,Camry,2008,Superior Parts Co.,True
Battery,Brakes,SP7228,Hyundai,High-quality Battery suitable for Hyundai Palisade 2008.,123.82,76,2,Palisade,2008,Quality Auto,True
Crankshaft Position Sensor,Suspension,SP9926,Kia,High-quality Crankshaft Position Sensor suitable for Kia Sportage 2005.,689.42,71,2,Sportage,2005,Precision Auto,True
Wheel Bearing,Cooling,SP4830,Toyota,High-quality Wheel Bearing suitable for Toyota Corolla 2016.,595.57,1,1,Corolla,2016,Quality Auto,True
Tie Rod End,Cooling,SP3653,Volkswagen,High-quality Tie Rod End suitable for Volkswagen Jetta 2014.,658.2,80,5,Jetta,2014,Precision Auto,True
CV Axle,Suspension,SP1682,Mercedes,High-quality CV Axle suitable for Mercedes GLC 2000.,992.84,90,5,GLC,2000,Elite Car Parts,True
Spark Plug,Electrical,SP1022,Toyota,High-quality Spark Plug suitable for Toyota Corolla 2012.,563.22,55,1,Corolla,2012,FastTrack Motors,True
Strut Assembly,Electrical,SP3473,Mercedes,High-quality Strut Assembly suitable for Mercedes E-Class 2023.,733.3,56,4,E-Class,2023,Quality Auto,True
Coolant Hose,Engine,SP5035,Hyundai,High-quality Coolant Hose suitable for Hyundai Sonata 2008.,564.08,38,5,Sonata,2008,Quality Auto,True
Thermostat,Transmission,SP2546,Ford,High-quality Thermostat suitable for Ford Escape 2002.,495.17,2,3,Escape,2002,Elite Car Parts,True
Timing Belt,Suspension,SP6353,Honda,High-quality Timing Belt suitable for Honda Accord 2015.,707.18,35,4,Accord,2015,Superior Parts Co.,True
Headlight Bulb,Cooling,SP4987,Mercedes,High-quality Headlight Bulb suitable for Mercedes GLE 2008.,618.49,90,1,GLE,2008,Superior Parts Co.,True
Timing Belt,Brakes,SP1122,BMW,High-quality Timing Belt suitable for BMW 7 Series 2015.,136.49,50,5,7 Series,2015,Precision Auto,True
EGR Valve,Body,SP5055,Nissan,High-quality EGR Valve suitable for Nissan Frontier 2009.,510.14,36,1,Frontier,2009,Elite Car Parts,True
Clutch Kit,Suspension,SP8223,Hyundai,High-quality Clutch Kit suitable for Hyundai Palisade 2014.,303.68,9,4,Palisade,2014,FastTrack Motors,True
Water Pump,Brakes,SP9989,Mercedes,High-quality Water Pump suitable for Mercedes GLE 2014.,816.55,18,1,GLE,2014,FastTrack Motors,True
Heater Core,Engine,SP1989,Kia,High-quality Heater Core suitable for Kia Optima 2000.,866.55,14,2,Optima,2000,Precision Auto,True
Tie Rod End,Engine,SP1018,BMW,High-quality Tie Rod End suitable for BMW 7 Series 2022.,332.2,21,5,7 Series,2022,Precision Auto,True
Spark Plug,Cooling,SP8247,Honda,High-quality Spark Plug suitable for Honda Pilot 2019.,846.91,8,1,Pilot,2019,FastTrack Motors,True
Fuel Pump,Cooling,SP1762,Kia,High-quality Fuel Pump suitable for Kia Telluride 2005.,411.68,87,3,Telluride,2005,Quality Auto,True
EGR Valve,Exhaust,SP3223,Mercedes,High-quality EGR Valve suitable for Mercedes GLC 2023.,984.21,61,1,GLC,2023,Quality Auto,True
Water Pump,Exhaust,SP4635,Chevrolet,High-quality Water Pump suitable for Chevrolet Traverse 2020.,521.51,5,5,Traverse,2020,Elite Car Parts,True
Alternator,Engine,SP7290,Chevrolet,High-quality Alternator suitable for Chevrolet Camaro 2018.,917.0,92,4,Camaro,2018,Elite Car Parts,True
Radiator,Brakes,SP1979,Hyundai,High-quality Radiator suitable for Hyundai Sonata 2004.,560.37,67,3,Sonata,2004,Quality Auto,True
Water Pump,Body,SP2115,Volkswagen,High-quality Water Pump suitable for Volkswagen Jetta 2021.,954.83,22,5,Jetta,2021,FastTrack Motors,True
Heater Core,Electrical,SP8094,Honda,High-quality Heater Core suitable for Honda Fit 2017.,848.41,100,5,Fit,2017,Quality Auto,True
AC Compressor,Transmission,SP8902,Kia,High-quality AC Compressor suitable for Kia Telluride 2011.,733.2,48,1,Telluride,2011,Elite Car Parts,True
Spark Plug,Engine,SP5017,Ford,High-quality Spark Plug suitable for Ford F-150 2010.,669.68,39,5,F-150,2010,Superior Parts Co.,True
Air Filter,Body,SP2021,BMW,High-quality Air Filter suitable for BMW X3 2006.,370.84,30,1,X3,2006,Elite Car Parts,True
Oxygen Sensor,Suspension,SP6605,Toyota,High-quality Oxygen Sensor suitable for Toyota Camry 2005.,559.69,11,2,Camry,2005,Precision Auto,True
Strut Assembly,Body,SP6566,Mercedes,High-quality Strut Assembly suitable for Mercedes E-Class 2006.,724.82,97,2,E-Class,2006,Quality Auto,True
Shock Absorbers,Body,SP9144,Chevrolet,High-quality Shock Absorbers suitable for Chevrolet Malibu 2016.,24.23,40,1,Malibu,2016,Superior Parts Co.,True
Starter Motor,Cooling,SP7102,Chevrolet,High-quality Starter Motor suitable for Chevrolet Traverse 2004.,566.64,83,3,Traverse,2004,Quality Auto,True
Coolant Hose,Suspension,SP2798,Toyota,High-quality Coolant Hose suitable for Toyota Camry 2018.,158.74,93,5,Camry,2018,Elite Car Parts,True
Air Filter,Transmission,SP7626,Hyundai,High-quality Air Filter suitable for Hyundai Sonata 2014.,874.0,31,5,Sonata,2014,Quality Auto,True
Coolant Hose,Exhaust,SP1642,Mercedes,High-quality Coolant Hose suitable for Mercedes GLC 2022.,35.93,87,5,GLC,2022,Quality Auto,True
Battery,Electrical,SP3897,Hyundai,High-quality Battery suitable for Hyundai Santa Fe 2014.,43.31,81,1,Santa Fe,2014,Superior Parts Co.,True
Throttle Body,Electrical,SP1677,Honda,High-quality Throttle Body suitable for Honda CR-V 2008.,734.75,27,2,CR-V,2008,FastTrack Motors,True
Ignition Coil,Brakes,SP4045,Ford,High-quality Ignition Coil suitable for Ford F-150 2013.,670.81,31,2,F-150,2013,Elite Car Parts,True
Drive Shaft,Engine,SP2346,Honda,High-quality Drive Shaft suitable for Honda Civic 2021.,610.48,23,4,Civic,2021,Elite Car Parts,True
Wheel Hub Assembly,Engine,SP6408,Toyota,High-quality Wheel Hub Assembly suitable for Toyota Corolla 2001.,375.66,42,2,Corolla,2001,FastTrack Motors,True
Exhaust Muffler,Brakes,SP7804,BMW,High-quality Exhaust Muffler suitable for BMW 7 Series 2010.,92.25,71,1,7 Series,2010,Precision Auto,True
Power Steering Pump,Transmission,SP1212,Toyota,High-quality Power Steering Pump suitable for Toyota RAV4 2005.,254.64,52,2,RAV4,2005,Superior Parts Co.,True
Throttle Body,Body,SP9717,Honda,High-quality Throttle Body suitable for Honda Accord 2020.,617.83,2,1,Accord,2020,FastTrack Motors,True
Exhaust Muffler,Suspension,SP5976,BMW,High-quality Exhaust Muffler suitable for BMW X5 2005.,604.14,83,2,X5,2005,Superior Parts Co.,True
Oxygen Sensor,Suspension,SP5498,BMW,High-quality Oxygen Sensor suitable for BMW 7 Series 2018.,77.74,51,5,7 Series,2018,Superior Parts Co.,True
Timing Belt,Exhaust,SP7245,BMW,High-quality Timing Belt suitable for BMW 5 Series 2011.,72.96,47,2,5 Series,2011,Precision Auto,True
Water Pump,Cooling,SP8767,Kia,High-quality Water Pump suitable for Kia Optima 2021.,592.29,92,2,Optima,2021,Superior Parts Co.,True
AC Compressor,Body,SP6055,Honda,High-quality AC Compressor suitable for Honda Civic 2004.,430.35,59,3,Civic,2004,Superior Parts Co.,True
Crankshaft Position Sensor,Transmission,SP4759,Hyundai,High-quality Crankshaft Position Sensor suitable for Hyundai Palisade 2010.,922.33,3,5,Palisade,2010,FastTrack Motors,True
Brake Pads,Exhaust,SP2122,Mercedes,High-quality Brake Pads suitable for Mercedes GLE 2015.,376.15,79,1,GLE,2015,Elite Car Parts,True
Alternator,Exhaust,SP2164,Honda,High-quality Alternator suitable for Honda Pilot 2017.,312.8,10,2,Pilot,2017,Elite Car Parts,True
Mass Air Flow Sensor,Electrical,SP1610,Honda,High-quality Mass Air Flow Sensor suitable for Honda Accord 2005.,973.32,8,3,Accord,2005,FastTrack Motors,True
Clutch Kit,Body,SP4002,Volkswagen,High-quality Clutch Kit suitable for Volkswagen Atlas 2020.,418.94,8,4,Atlas,2020,Superior Parts Co.,True
Heater Core,Exhaust,SP9111,BMW,High-quality Heater Core suitable for BMW X5 2021.,121.33,80,1,X5,2021,Quality Auto,True
Brake Rotor,Engine,SP9277,Honda,High-quality Brake Rotor suitable for Honda Fit 2019.,634.77,25,4,Fit,2019,Precision Auto,True
Power Steering Pump,Suspension,SP7627,Hyundai,High-quality Power Steering Pump suitable for Hyundai Elantra 2006.,607.82,60,5,Elantra,2006,Quality Auto,True
Tie Rod End,Body,SP6071,BMW,High-quality Tie Rod End suitable for BMW 5 Series 2023.,938.13,20,2,5 Series,2023,Superior Parts Co.,True
Fuel Injector,Transmission,SP5809,Hyundai,High-quality Fuel Injector suitable for Hyundai Santa Fe 2019.,169.7,37,1,Santa Fe,2019,FastTrack Motors,True
Crankshaft Position Sensor,Exhaust,SP8555,Kia,High-quality Crankshaft Position Sensor suitable for Kia Sportage 2015.,536.75,82,1,Sportage,2015,Superior Parts Co.,True
Crankshaft Position Sensor,Body,SP8303,Nissan,High-quality Crankshaft Position Sensor suitable for Nissan Altima 2012.,143.85,15,4,Altima,2012,FastTrack Motors,True
Alternator,Body,SP9899,Hyundai,High-quality Alternator suitable for Hyundai Sonata 2009.,720.0,21,5,Sonata,2009,Elite Car Parts,True
Fuel Injector,Exhaust,SP7504,Toyota,High-quality Fuel Injector suitable for Toyota Corolla 2016.,917.66,24,3,Corolla,2016,Precision Auto,True
Throttle Body,Electrical,SP5733,Honda,High-quality Throttle Body suitable for Honda Accord 2016.,774.9,38,2,Accord,2016,Precision Auto,True
Fuel Pump,Exhaust,SP6791,Hyundai,High-quality Fuel Pump suitable for Hyundai Santa Fe 2016.,654.78,39,3,Santa Fe,2016,FastTrack Motors,True
Shock Absorbers,Body,SP3300,Toyota,High-quality Shock Absorbers suitable for Toyota RAV4 2019.,460.57,65,3,RAV4,2019,FastTrack Motors,True
Strut Assembly,Cooling,SP7867,Hyundai,High-quality Strut Assembly suitable for Hyundai Santa Fe 2000.,483.43,47,2,Santa Fe,2000,Quality Auto,True
Strut Assembly,Engine,SP2743,Mercedes,High-quality Strut Assembly suitable for Mercedes C-Class 2004.,97.19,74,1,C-Class,2004,Quality Auto,True
Strut Assembly,Engine,SP5352,Volkswagen,High-quality Strut Assembly suitable for Volkswagen Tiguan 2011.,712.3,78,2,Tiguan,2011,Superior Parts Co.,True
Strut Assembly,Suspension,SP7859,BMW,High-quality Strut Assembly suitable for BMW 3 Series 2001.,899.53,48,2,3 Series,2001,Precision Auto,True
AC Compressor,Suspension,SP5155,BMW,High-quality AC Compressor suitable for BMW 3 Series 2020.,504.44,88,3,3 Series,2020,Precision Auto,True
Ball Joint,Suspension,SP4987,Mercedes,High-quality Ball Joint suitable for Mercedes E-Class 2017.,209.0,28,1,E-Class,2017,FastTrack Motors,True
Tie Rod End,Brakes,SP7841,Kia,High-quality Tie Rod End suitable for Kia Sportage 2017.,910.61,13,2,Sportage,2017,Superior Parts Co.,True
Starter Motor,Exhaust,SP6385,Honda,High-quality Starter Motor suitable for Honda Pilot 2011.,68.82,31,3,Pilot,2011,FastTrack Motors,True
Exhaust Muffler,Body,SP3104,Hyundai,High-quality Exhaust Muffler suitable for Hyundai Sonata 2018.,51.2,30,3,Sonata,2018,Superior Parts Co.,True
Starter Motor,Transmission,SP4426,Volkswagen,High-quality Starter Motor suitable for Volkswagen Jetta 2020.,968.75,66,1,Jetta,2020,Superior Parts Co.,True
Ignition Coil,Brakes,SP9541,BMW,High-quality Ignition Coil suitable for BMW 5 Series 2020.,162.48,90,4,5 Series,2020,Superior Parts Co.,True
Windshield Wiper Motor,Suspension,SP8018,Ford,High-quality Windshield Wiper Motor suitable for Ford Explorer 2009.,776.12,25,1,Explorer,2009,Quality Auto,True
Wheel Hub Assembly,Transmission,SP7111,Chevrolet,High-quality Wheel Hub Assembly suitable for Chevrolet Silverado 2005.,828.81,51,2,Silverado,2005,Elite Car Parts,True
Spark Plug,Transmission,SP7339,Ford,High-quality Spark Plug suitable for Ford F-150 2002.,500.59,68,4,F-150,2002,FastTrack Motors,True
Power Steering Pump,Transmission,SP6884,Honda,High-quality Power Steering Pump suitable for Honda Fit 2020.,244.64,51,4,Fit,2020,Elite Car Parts,True
Alternator,Exhaust,SP6536,BMW,High-quality Alternator suitable for BMW X3 2020.,321.92,92,1,X3,2020,Superior Parts Co.,True
AC Compressor,Exhaust,SP7354,Ford,High-quality AC Compressor suitable for Ford Mustang 2000.,253.34,71,4,Mustang,2000,Elite Car Parts,True
Fuel Pump,Engine,SP4966,Honda,High-quality Fuel Pump suitable for Honda Fit 2011.,997.13,98,3,Fit,2011,Precision Auto,True
Fuel Pump,Suspension,SP5186,BMW,High-quality Fuel Pump suitable for BMW 5 Series 2014.,833.89,56,5,5 Series,2014,Superior Parts Co.,True
Drive Shaft,Suspension,SP5196,Honda,High-quality Drive Shaft suitable for Honda CR-V 2000.,210.84,17,3,CR-V,2000,Precision Auto,True
Spark Plug,Transmission,SP4030,Chevrolet,High-quality Spark Plug suitable for Chevrolet Camaro 2008.,900.44,97,3,Camaro,2008,FastTrack Motors,True
Windshield Wiper Motor,Brakes,SP9676,Ford,High-quality Windshield Wiper Motor suitable for Ford Mustang 2013.,818.25,56,3,Mustang,2013,FastTrack Motors,True
